,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11
1,0.135666507,0.047603156,0.163731033,neo,NA,NA,NA,NA,NA,NA,NA
2,0.006103885,0.000234481,0.108921068,neo,NA,NA,NA,NA,NA,NA,NA
3,0.235873018,0.273496056,0.749505491,neo,NA,NA,NA,NA,NA,NA,NA
