,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11
1,0.001678278,0.00976005,0.015658128,paleo,NA,NA,NA,NA,NA,NA,NA
2,0.002142347,0.030396736,0.047785047,paleo,NA,NA,NA,NA,NA,NA,NA
3,0.003571721,0.016773644,0.025633709,paleo,NA,NA,NA,NA,NA,NA,NA
4,0.003198912,0.011625219,0.018247613,paleo,NA,NA,NA,NA,NA,NA,NA
5,0.001684683,0.008423089,0.016903436,paleo,NA,NA,NA,NA,NA,NA,NA
6,0.00457713,0.024465786,0.036558629,paleo,NA,NA,NA,NA,NA,NA,NA
7,0.001495097,0.01278653,0.030877857,paleo,NA,NA,NA,NA,NA,NA,NA
8,0.001983843,0.003561138,0.015276847,paleo,NA,NA,NA,NA,NA,NA,NA
