,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11
1,0.001882385,0.00639668,0.010878232,paleo,NA,NA,NA,NA,NA,NA,NA
2,0.000293855,0.000240371,0.003130381,paleo,NA,NA,NA,NA,NA,NA,NA
3,0.00239969,0.023843027,0.033729922,paleo,NA,NA,NA,NA,NA,NA,NA
